Skill,Assignment,Student,Speed,PercentCorrect,MasterySpeed,HintUsage,Complete
I,12,220,6.07228424039,0.7,10,0.0,1
G,13,220,2.13875362408,1.0,3,0.0,1
E,14,220,11.4498942609,0.833333333333,6,0.0,1
I,15,220,10.9386768586,0.666666666667,6,0.0,1
J,16,220,15.4660808218,0.714285714286,7,0.0,1
C,17,220,12.9374772128,1.0,3,0.0,1
E,18,220,9.52410751456,0.428571428571,7,0.142857142857,1
F,19,220,12.9075861771,0.666666666667,9,0.0,1
G,20,220,10.3907098422,0.666666666667,6,0.0,1
H,21,220,8.62144105534,0.5,14,0.0714285714286,1
A,1,221,11.9894207884,0.625,8,0.125,1
B,2,221,10.2604530095,0.714285714286,7,0.0,1
C,3,221,20.8560500029,0.6,5,0.2,1
D,4,221,17.2580996495,0.5,8,0.125,1
B,5,221,9.53952276828,0.571428571429,7,0.142857142857,1
D,6,221,7.10748314139,1.0,3,0.0,1
E,7,221,7.33738494028,0.642857142857,14,0.0,1
F,8,221,11.7292347718,0.555555555556,9,0.0,1
G,9,221,9.86549381092,0.5,6,0.333333333333,1
H,10,221,6.53784412575,1.0,3,0.0,1
I,11,221,6.38807110838,1.0,3,0.0,1
D,12,221,13.436043435,0.666666666667,6,0.0,1
G,13,221,16.8416490649,1.0,3,0.0,1
E,14,221,7.45092593255,1.0,3,0.0,1
I,15,221,10.7053595488,0.75,4,0.0,1
H,16,221,10.0299415559,0.75,4,0.25,1
J,17,221,16.726023753,0.75,4,0.0,1
A,18,221,6.50023881708,1.0,3,0.0,1
D,19,221,13.8663812706,0.428571428571,7,0.285714285714,1
G,20,221,9.63259908487,0.666666666667,6,0.0,1
H,21,221,7.27109512378,0.8,5,0.0,1
J,22,221,15.9694807684,1.0,3,0.0,1
A,1,222,14.5626464201,0.75,4,0.0,1
B,2,222,8.99482208884,0.454545454545,11,0.0909090909091,1
C,3,222,12.7514676464,0.833333333333,6,0.0,1
D,4,222,8.32273675486,1.0,3,0.0,1
B,5,222,10.0120598311,1.0,3,0.0,1
C,6,222,11.4824392399,0.666666666667,6,0.0,1
D,7,222,11.4492362434,0.611111111111,18,0.0555555555556,1
E,8,222,4.60647280977,0.625,8,0.0,1
F,9,222,8.95272880778,0.666666666667,9,0.0,1
G,10,222,7.98330378795,0.625,8,0.0,1
H,11,222,9.96825824791,1.0,3,0.0,1
I,12,222,4.93945143797,0.714285714286,7,0.0,1
F,13,222,16.9081893765,0.714285714286,7,0.0,1
I,14,222,9.90098826529,0.75,8,0.0,1
J,15,222,6.58321808283,0.75,4,0.0,1
F,16,222,12.6726329194,0.833333333333,6,0.0,1
I,17,222,8.98035420397,0.571428571429,7,0.0,1
A,1,223,10.5294190012,0.75,4,0.0,1
B,2,223,5.47659180466,0.52380952381,21,0.0952380952381,1
C,3,223,10.3332476732,0.571428571429,7,0.285714285714,1
D,4,223,6.23720776009,0.5,20,0.05,1
B,5,223,5.26675230578,0.538461538462,13,0.0,1
C,6,223,8.5733204879,0.666666666667,6,0.166666666667,1
D,7,223,2.76996804912,0.833333333333,6,0.0,1
E,8,223,5.03502502386,0.8,5,0.0,1
F,9,223,8.91736883995,0.28,50,0.04,0
G,10,223,5.60608918412,0.666666666667,6,0.166666666667,1
H,11,223,4.46408881919,0.4,10,0.1,1
I,12,223,5.30310790198,1.0,3,0.0,1
D,13,223,4.56066597452,0.5,32,0.03125,1
G,14,223,6.93759211286,0.4,10,0.0,1
E,15,223,3.29174652662,1.0,3,0.0,1
I,16,223,5.65207234358,0.666666666667,6,0.0,1
H,17,223,5.27308319976,0.35,20,0.05,1
J,18,223,7.50623899648,0.38,50,0.04,0
A,19,223,7.85885876253,0.555555555556,9,0.0,1
C,20,223,11.8995798166,0.625,8,0.0,1
D,21,223,5.93236461479,0.625,8,0.0,1
E,22,223,4.33599542292,0.8,5,0.0,1
F,23,223,9.71411272565,0.444444444444,9,0.111111111111,1
G,24,223,5.54132445459,0.32,50,0.02,0
I,25,223,7.88610200485,0.571428571429,14,0.0714285714286,1
J,26,223,6.9088733794,0.258064516129,31,0.0322580645161,1
A,1,224,13.6132179626,0.5,6,0.166666666667,1
B,2,224,11.8059180962,0.75,4,0.25,1
C,3,224,18.3681802816,0.75,4,0.0,1
D,4,224,8.07307111713,1.0,3,0.0,1
E,5,224,11.211284158,1.0,3,0.0,1
F,6,224,14.6544228339,0.666666666667,9,0.111111111111,1
G,7,224,9.74727641467,0.8,5,0.0,1
H,8,224,11.2379567973,0.6,5,0.4,1
I,9,224,13.9601896494,0.5,10,0.1,1
D,10,224,11.5777223949,0.666666666667,6,0.166666666667,1
F,11,224,15.7891371791,0.777777777778,9,0.111111111111,1
I,12,224,13.4944721202,0.5,18,0.0555555555556,1
H,13,224,2.28833910989,1.0,3,0.0,1
J,14,224,10.9836975592,0.615384615385,13,0.0,1
A,15,224,14.455639939,0.666666666667,6,0.333333333333,1
C,16,224,16.2656687391,0.533333333333,15,0.133333333333,1
F,17,224,13.0378090267,0.5,6,0.0,1
G,18,224,22.0503856917,0.75,4,0.25,1
H,19,224,10.1098243859,1.0,3,0.0,1
I,20,224,17.1243348297,0.666666666667,6,0.166666666667,1
J,21,224,11.4695204857,0.625,8,0.0,1
A,1,225,9.70251065808,0.5,18,0.0,1
B,2,225,4.34597191224,1.0,3,0.0,1
C,3,225,10.1419854943,1.0,3,0.0,1
D,4,225,10.1656824039,0.5,10,0.2,1
A,5,225,15.9735407704,0.7,10,0.1,1
D,6,225,15.4985198993,1.0,3,0.0,1
E,7,225,10.1494423092,0.75,4,0.0,1
F,8,225,11.9893684006,0.6,10,0.0,1
G,9,225,6.42511205921,1.0,3,0.0,1
H,10,225,7.02395503433,1.0,3,0.0,1
I,11,225,11.4938120725,0.75,4,0.0,1
D,12,225,10.6766834264,0.625,8,0.0,1
E,13,225,6.41521656599,0.615384615385,13,0.0769230769231,1
I,14,225,7.88115252113,1.0,3,0.0,1
J,15,225,7.86667478321,1.0,3,0.0,1
B,16,225,8.39624466726,1.0,3,0.0,1
F,17,225,7.06316382342,1.0,3,0.0,1
J,18,225,14.5936406953,0.571428571429,14,0.0,1
A,1,226,13.3326977579,0.5,8,0.0,1
B,2,226,8.60653875851,0.8,5,0.0,1
C,3,226,16.2980383764,0.6,5,0.0,1
D,4,226,12.3874871866,0.5,8,0.0,1
A,5,226,11.1840393303,0.625,8,0.0,1
D,6,226,12.6413183352,0.833333333333,6,0.0,1
E,7,226,10.4458528012,1.0,3,0.0,1
F,8,226,14.0563452203,0.380952380952,21,0.0,1
G,9,226,10.0328630521,0.571428571429,14,0.0,1
H,10,226,11.2159688168,0.666666666667,9,0.0,1
I,11,226,14.6745321796,1.0,3,0.0,1
D,12,226,5.06521226475,1.0,3,0.0,1
F,13,226,15.5574935432,0.344827586207,29,0.0344827586207,1
G,14,226,11.9976022678,0.5,6,0.0,1
I,15,226,15.7753676589,1.0,3,0.0,1
J,16,226,14.6694006535,1.0,3,0.0,1
A,17,226,12.0345263765,1.0,3,0.0,1
B,18,226,5.81643751079,0.555555555556,9,0.0,1
E,19,226,9.27421265722,1.0,3,0.0,1
I,20,226,11.6962572582,0.619047619048,21,0.0,1
J,21,226,13.824064255,0.666666666667,6,0.0,1
A,1,227,12.0348166748,0.6875,16,0.0,1
B,2,227,11.7842352572,1.0,3,0.0,1
C,3,227,12.2129556478,1.0,3,0.0,1
D,4,227,12.3884306676,0.714285714286,7,0.0,1
D,5,227,6.64915970412,1.0,3,0.0,1
E,6,227,6.8966672693,0.571428571429,7,0.0,1
F,7,227,12.4479674139,0.416666666667,12,0.0,1
G,8,227,11.1398273575,0.428571428571,7,0.142857142857,1
H,9,227,5.60018599782,0.692307692308,13,0.0,1
I,10,227,20.5959755716,1.0,3,0.0,1
D,11,227,14.2407225612,0.571428571429,7,0.0,1
F,12,227,8.00954520067,0.571428571429,7,0.0,1
I,13,227,12.7614457277,0.642857142857,14,0.0714285714286,1
H,14,227,11.9169186162,0.714285714286,7,0.0,1
J,15,227,12.4272555108,0.636363636364,11,0.0,1
A,16,227,8.1171889542,0.461538461538,13,0.0769230769231,1
B,17,227,6.8587450803,0.428571428571,7,0.142857142857,1
E,18,227,8.0988080725,0.833333333333,6,0.0,1
F,19,227,12.9869096758,0.625,8,0.125,1
A,1,228,13.266910559,0.75,4,0.0,1
B,2,228,9.39496258902,0.714285714286,7,0.0,1
C,3,228,15.0669514903,1.0,3,0.0,1
D,4,228,12.8284687992,0.454545454545,11,0.272727272727,1
C,5,228,15.4654375107,1.0,3,0.0,1
D,6,228,9.45140563693,0.8,5,0.0,1
E,7,228,4.81341321985,0.666666666667,9,0.111111111111,1
F,8,228,13.5248540877,0.382352941176,34,0.0294117647059,1
G,9,228,15.5325110108,1.0,3,0.0,1
H,10,228,6.91037257593,0.714285714286,14,0.0,1
I,11,228,12.2770484175,0.444444444444,9,0.0,1
D,12,228,11.3349794048,0.571428571429,14,0.0714285714286,1
F,13,228,17.6316471943,0.5,8,0.25,1
G,14,228,15.2314506769,0.5,8,0.25,1
I,15,228,7.00507751283,1.0,3,0.0,1
J,16,228,11.3546820736,0.428571428571,7,0.0,1
C,17,228,16.0482279244,0.625,8,0.0,1
E,18,228,6.08685239567,0.6,5,0.0,1
H,19,228,9.79107913724,1.0,3,0.0,1
J,20,228,14.6025106675,1.0,3,0.0,1
A,1,229,9.4245397855,0.8,5,0.0,1
B,2,229,10.3654504663,0.666666666667,6,0.0,1
C,3,229,8.89006530207,1.0,3,0.0,1
D,4,229,16.618686283,1.0,3,0.0,1
B,5,229,5.05531388824,0.75,4,0.0,1
D,6,229,13.0249357369,0.833333333333,6,0.0,1
E,7,229,8.6545366064,0.75,4,0.25,1
F,8,229,12.4891342162,0.777777777778,9,0.0,1
G,9,229,8.47958443308,0.7,10,0.0,1
H,10,229,10.800397338,0.615384615385,13,0.0,1
I,11,229,13.0146062147,1.0,3,0.0,1
E,12,229,7.64204000874,0.75,4,0.0,1
J,13,229,7.44433110054,0.6,5,0.0,1
A,14,229,11.9061411379,1.0,3,0.0,1
C,15,229,15.7113104007,1.0,3,0.0,1
F,16,229,12.8198370057,0.5,16,0.0,1
G,17,229,10.2408465728,1.0,3,0.0,1
J,18,229,12.3189955214,0.75,8,0.0,1
A,1,230,5.43803536613,0.666666666667,6,0.0,1
B,2,230,3.80583476092,0.75,8,0.0,1
C,3,230,12.0767787863,1.0,3,0.0,1
D,4,230,5.57953453039,1.0,3,0.0,1
A,5,230,13.8665302986,1.0,3,0.0,1
E,6,230,4.82769879278,0.6,5,0.0,1
F,7,230,9.70453612267,0.5,8,0.0,1
G,8,230,14.7133915047,1.0,3,0.0,1
H,9,230,6.47985262133,0.75,4,0.0,1
I,10,230,7.96800472066,0.75,4,0.0,1
G,11,230,4.40872233265,1.0,3,0.0,1
H,12,230,9.66785327428,0.75,4,0.25,1
J,13,230,8.76910530654,0.8,5,0.0,1
A,14,230,5.79963506894,0.625,8,0.0,1
G,15,230,10.1072773658,1.0,3,0.0,1
I,16,230,3.08752711996,0.555555555556,9,0.0,1
A,1,231,8.1554464971,0.666666666667,6,0.0,1
B,2,231,5.68253765091,0.714285714286,7,0.0,1
C,3,231,5.98739209168,1.0,3,0.0,1
D,4,231,6.35664131499,1.0,3,0.0,1
B,5,231,2.81758780207,1.0,3,0.0,1
C,6,231,12.9930363895,0.611111111111,18,0.0555555555556,1
D,7,231,8.02406778901,1.0,3,0.0,1
E,8,231,6.68002809792,1.0,3,0.0,1
F,9,231,8.7966747247,0.533333333333,15,0.0,1
G,10,231,5.02044197674,1.0,3,0.0,1
H,11,231,9.06694604728,0.666666666667,9,0.222222222222,1
I,12,231,11.3100137679,0.625,8,0.25,1
G,13,231,13.809879489,1.0,3,0.0,1
J,14,231,16.5499181415,1.0,3,0.0,1
A,15,231,11.4820683238,1.0,3,0.0,1
C,16,231,8.48914160655,0.625,8,0.0,1
G,17,231,13.023900631,0.75,4,0.0,1
H,18,231,7.85309072036,0.538461538462,13,0.0,1
J,19,231,7.60180456298,0.6,15,0.0666666666667,1
A,1,232,10.1231989616,0.714285714286,7,0.142857142857,1
B,2,232,9.68715042783,0.571428571429,7,0.142857142857,1
C,3,232,12.4784169657,0.636363636364,11,0.0,1
D,4,232,8.85038134429,0.615384615385,13,0.0769230769231,1
B,5,232,7.32233592876,0.5,18,0.111111111111,1
D,6,232,14.4245277824,0.666666666667,6,0.0,1
E,7,232,7.26320856052,1.0,3,0.0,1
F,8,232,11.4491532179,0.8,5,0.0,1
G,9,232,10.06850284,0.75,4,0.25,1
H,10,232,7.18406643874,1.0,3,0.0,1
I,11,232,6.28338371696,0.714285714286,7,0.142857142857,1
F,12,232,10.7056254341,0.208333333333,24,0.0833333333333,1
I,13,232,4.79859940288,1.0,3,0.0,1
J,14,232,12.8109968579,0.409090909091,22,0.0454545454545,1
B,15,232,6.88209119282,0.5,10,0.2,1
C,16,232,9.17158563503,0.6,5,0.0,1
D,17,232,11.4394571034,0.583333333333,12,0.0833333333333,1
F,18,232,10.3246383858,0.75,4,0.0,1
G,19,232,9.1293759521,0.833333333333,6,0.0,1
H,20,232,5.20518683117,0.538461538462,13,0.0,1
J,21,232,10.174727757,1.0,3,0.0,1
A,1,233,13.5992964083,0.8,5,0.2,1
B,2,233,10.7085181063,0.666666666667,6,0.166666666667,1
C,3,233,19.5920573891,1.0,3,0.0,1
D,4,233,9.33508830508,0.5,14,0.0,1
A,5,233,10.5205737851,0.529411764706,17,0.0,1
E,6,233,3.95391910032,0.833333333333,6,0.0,1
F,7,233,8.11166597285,1.0,3,0.0,1
G,8,233,9.6389255898,0.666666666667,6,0.166666666667,1
H,9,233,13.1587621633,1.0,3,0.0,1
I,10,233,13.9895765178,0.5,14,0.0714285714286,1
F,11,233,15.6993371457,0.5,12,0.0,1
G,12,233,8.26366419667,1.0,3,0.0,1
E,13,233,10.4994585803,0.75,4,0.0,1
H,14,233,4.96470685257,1.0,3,0.0,1
J,15,233,15.4182894927,0.8,5,0.0,1
A,16,233,8.40049341231,0.75,4,0.0,1
E,17,233,9.01875650329,1.0,3,0.0,1
F,18,233,10.7076297986,0.571428571429,7,0.0,1
J,19,233,18.0297866569,1.0,3,0.0,1
A,1,234,11.8419211497,0.416666666667,12,0.0833333333333,1
B,2,234,7.80883304368,0.75,4,0.0,1
C,3,234,16.9032043338,0.545454545455,11,0.0909090909091,1
D,4,234,13.3257087843,0.666666666667,6,0.166666666667,1
B,5,234,7.63712827807,0.6,5,0.2,1
D,6,234,4.94530488319,0.833333333333,6,0.0,1
E,7,234,11.4770914209,0.555555555556,9,0.222222222222,1
F,8,234,20.8249242064,0.5,8,0.0,1
G,9,234,7.25242802075,0.5,6,0.166666666667,1
H,10,234,4.90672180467,1.0,3,0.0,1
I,11,234,7.15710184837,0.555555555556,9,0.0,1
F,12,234,13.1708623926,0.75,4,0.0,1
G,13,234,9.88680907667,0.5,12,0.0833333333333,1
E,14,234,4.80191436676,0.714285714286,7,0.0,1
I,15,234,6.71347642474,0.666666666667,9,0.0,1
H,16,234,4.76083276149,0.8,5,0.0,1
J,17,234,13.8162823662,1.0,3,0.0,1
A,18,234,3.26644912093,1.0,3,0.0,1
B,19,234,4.2214210028,1.0,3,0.0,1
D,20,234,12.3414967563,0.5,10,0.1,1
E,21,234,6.7138544849,1.0,3,0.0,1
F,22,234,15.3871581208,0.3125,16,0.0625,1
J,23,234,13.4658656145,0.5,6,0.0,1
A,1,235,8.15308445003,0.666666666667,18,0.0,1
B,2,235,5.67384447567,0.538461538462,13,0.0,1
C,3,235,13.9072912632,0.833333333333,6,0.0,1
D,4,235,8.88354053216,0.666666666667,6,0.0,1
B,5,235,6.0945170159,0.5,8,0.0,1
E,6,235,5.58261636794,0.75,4,0.25,1
F,7,235,6.10049809569,0.555555555556,9,0.0,1
G,8,235,7.63217016065,0.666666666667,6,0.0,1
H,9,235,8.01154900662,0.583333333333,12,0.0833333333333,1
I,10,235,9.2020773399,0.777777777778,9,0.0,1
D,11,235,4.71873006731,0.555555555556,9,0.111111111111,1
G,12,235,7.84571073343,0.75,4,0.0,1
E,13,235,5.56607409327,0.6,5,0.2,1
J,14,235,9.61984326736,0.5,14,0.0,1
A,15,235,2.51056042239,1.0,3,0.0,1
G,16,235,10.2135397142,0.545454545455,11,0.0,1
J,17,235,7.37909062387,1.0,3,0.0,1
A,1,236,11.5328882686,0.555555555556,9,0.0,1
B,2,236,4.04189976858,0.625,8,0.0,1
C,3,236,11.0552650292,0.461538461538,13,0.153846153846,1
D,4,236,12.644510682,0.75,8,0.0,1
A,5,236,11.320685677,0.526315789474,19,0.0,1
B,6,236,4.94010435304,0.75,8,0.0,1
D,7,236,11.3492089604,0.5,6,0.0,1
E,8,236,9.6517930498,0.666666666667,6,0.166666666667,1
F,9,236,10.8795689536,0.583333333333,12,0.0833333333333,1
G,10,236,11.7478944807,0.833333333333,6,0.166666666667,1
H,11,236,10.0859225948,0.6,5,0.2,1
I,12,236,10.8163592528,0.588235294118,17,0.0,1
F,13,236,11.5290593347,0.642857142857,14,0.0,1
E,14,236,1.73065031922,0.8,5,0.0,1
I,15,236,7.94059514885,0.75,4,0.0,1
H,16,236,5.40353696738,0.833333333333,6,0.0,1
J,17,236,19.3683420131,1.0,3,0.0,1
E,18,236,10.5157813641,0.666666666667,6,0.0,1
F,19,236,10.346386164,0.321428571429,28,0.0,1
G,20,236,12.5857191597,0.8,5,0.0,1
I,21,236,8.32565686907,0.5,16,0.0625,1
A,1,237,5.78148756013,0.666666666667,9,0.0,1
B,2,237,3.02043410252,0.75,4,0.0,1
C,3,237,3.26842634821,1.0,3,0.0,1
D,4,237,7.52513454529,0.636363636364,11,0.0,1
E,5,237,2.50279166785,1.0,3,0.0,1
F,6,237,8.90381379483,0.625,8,0.0,1
G,7,237,7.70421609092,0.714285714286,7,0.0,1
H,8,237,4.32082328869,1.0,3,0.0,1
I,9,237,5.49461820696,1.0,3,0.0,1
D,10,237,6.79067736355,1.0,3,0.0,1
H,11,237,4.87000678464,1.0,3,0.0,1
J,12,237,3.83792786004,1.0,3,0.0,1
A,13,237,4.35576085908,1.0,3,0.0,1
E,14,237,3.20201620489,0.5,6,0.0,1
F,15,237,5.66087686012,0.583333333333,12,0.0,1
A,1,238,8.91640765072,0.75,4,0.0,1
B,2,238,5.2480549911,0.5,12,0.0,1
C,3,238,6.62994038769,0.714285714286,7,0.0,1
D,4,238,6.85184776346,1.0,3,0.0,1
E,5,238,10.9535603134,0.7,10,0.0,1
F,6,238,10.6968844254,1.0,3,0.0,1
G,7,238,12.1655561564,0.6,5,0.2,1
H,8,238,7.44005260969,0.8,5,0.0,1
I,9,238,9.65593321476,0.833333333333,6,0.166666666667,1
G,10,238,10.9907295587,1.0,3,0.0,1
J,11,238,18.4128607593,1.0,3,0.0,1
B,12,238,4.66033455422,0.8,5,0.0,1
E,13,238,2.92254569298,1.0,3,0.0,1
F,14,238,6.07908644476,0.75,4,0.0,1
A,1,239,12.0802356941,0.5,14,0.0,1
B,2,239,8.00856627529,1.0,3,0.0,1
C,3,239,11.5827983967,0.714285714286,7,0.0,1
D,4,239,5.5710481034,0.666666666667,6,0.0,1
A,5,239,10.3458702499,0.625,8,0.0,1
E,6,239,12.9654181509,0.6,5,0.0,1
F,7,239,13.0401788909,0.451612903226,31,0.0,1
G,8,239,8.21485728485,0.666666666667,6,0.0,1
H,9,239,7.73780300559,0.8,5,0.0,1
I,10,239,2.97733665318,1.0,3,0.0,1
D,11,239,7.4751187816,0.833333333333,6,0.0,1
E,12,239,5.73644214855,0.833333333333,6,0.0,1
J,13,239,13.7130128209,0.75,4,0.0,1
A,14,239,16.0430792895,0.444444444444,9,0.0,1
B,15,239,6.91475544272,0.714285714286,7,0.0,1
D,16,239,8.51986256659,0.75,12,0.0,1
E,17,239,5.21731873529,0.833333333333,6,0.0,1
F,18,239,14.6949167988,0.625,8,0.0,1
H,19,239,5.85566928891,0.5,10,0.0,1
I,20,239,13.8416168547,0.5,6,0.0,1
J,21,239,9.59140322883,0.75,8,0.0,1
A,1,240,9.30194488877,0.34693877551,49,0.0612244897959,1
B,2,240,7.64079367692,0.484848484848,33,0.0,1
C,3,240,12.7362027331,0.4,10,0.2,1
D,4,240,9.25649909857,0.625,16,0.0625,1
A,5,240,6.54042244683,0.363636363636,22,0.0,1
B,6,240,8.73457935515,0.571428571429,14,0.142857142857,1
C,7,240,9.14582130847,0.4,20,0.0,1
E,8,240,7.96427013138,0.411764705882,17,0.0588235294118,1
F,9,240,10.5473348809,0.24,50,0.0,0
G,10,240,10.0471080918,0.636363636364,11,0.181818181818,1
H,11,240,10.7763460304,0.6,5,0.2,1
I,12,240,7.41089273317,0.571428571429,7,0.0,1
D,13,240,6.91256153267,0.272727272727,33,0.030303030303,1
F,14,240,11.520063702,0.24,50,0.02,0
G,15,240,8.6060335694,0.4,20,0.1,1
I,16,240,6.29461607468,0.75,4,0.25,1
J,17,240,8.82822244234,0.333333333333,27,0.0740740740741,1
A,18,240,9.73306359288,0.357142857143,42,0.047619047619,1
B,19,240,7.57726835918,0.666666666667,6,0.166666666667,1
C,20,240,13.7704899676,0.7,10,0.0,1
D,21,240,6.35377212571,1.0,3,0.0,1
E,22,240,6.30861755821,0.8,5,0.2,1
F,23,240,9.35389506905,0.34,50,0.04,0
G,24,240,6.89438675967,0.38,50,0.08,0
H,25,240,8.03591039927,0.5,12,0.166666666667,1
I,26,240,9.80186117829,0.461538461538,13,0.0769230769231,1
J,27,240,10.2781282237,0.384615384615,39,0.0512820512821,1
A,1,241,12.6780609057,0.555555555556,9,0.0,1
B,2,241,9.72115370195,0.75,4,0.0,1
C,3,241,13.9662292975,1.0,3,0.0,1
D,4,241,9.00876782286,0.75,4,0.0,1
B,5,241,8.92184706757,0.75,4,0.0,1
C,6,241,11.655086537,0.636363636364,11,0.0909090909091,1
E,7,241,10.4264072892,1.0,3,0.0,1
F,8,241,16.4078637953,1.0,3,0.0,1
G,9,241,12.7434320111,0.8,5,0.0,1
H,10,241,2.95436415534,0.75,4,0.0,1
I,11,241,12.0608716307,0.75,4,0.25,1
D,12,241,6.56052359173,1.0,3,0.0,1
E,13,241,9.71325353589,0.75,4,0.0,1
I,14,241,5.41631260409,0.75,4,0.0,1
H,15,241,7.68048653125,0.833333333333,6,0.0,1
J,16,241,10.1238115268,0.5,20,0.0,1
A,17,241,12.6478393802,0.8,5,0.0,1
B,18,241,8.25309388937,0.8,5,0.0,1
C,19,241,11.8567430595,1.0,3,0.0,1
G,20,241,15.2462106036,0.75,4,0.25,1
I,21,241,6.7411510651,1.0,3,0.0,1
A,1,242,6.23709021573,0.75,4,0.0,1
B,2,242,7.28628695134,1.0,3,0.0,1
C,3,242,10.2834859597,0.714285714286,7,0.142857142857,1
D,4,242,13.9307317166,0.727272727273,11,0.0,1
D,5,242,3.05304639259,1.0,3,0.0,1
E,6,242,8.63713497935,0.666666666667,9,0.0,1
F,7,242,14.6916165126,0.388888888889,18,0.0555555555556,1
G,8,242,12.5727072081,0.75,8,0.125,1
H,9,242,7.1002042343,1.0,3,0.0,1
I,10,242,13.6901464784,0.5,8,0.25,1
D,11,242,4.23287973203,1.0,3,0.0,1
F,12,242,12.9910930604,0.666666666667,6,0.166666666667,1
E,13,242,5.30440568616,0.75,8,0.0,1
I,14,242,11.2186691386,0.636363636364,11,0.0909090909091,1
H,15,242,8.07650005443,0.75,4,0.25,1
J,16,242,13.1674841481,0.5,8,0.0,1
A,17,242,8.62226767141,0.714285714286,7,0.0,1
B,18,242,8.44073628411,1.0,3,0.0,1
E,19,242,5.80756347896,0.75,4,0.0,1
F,20,242,13.6887584293,0.363636363636,11,0.0909090909091,1
G,21,242,11.2866664497,0.625,8,0.125,1
A,1,243,14.3728595794,1.0,3,0.0,1
B,2,243,6.88425922278,0.75,8,0.0,1
C,3,243,10.1542676926,1.0,3,0.0,1
D,4,243,17.4486117038,0.6,5,0.0,1
A,5,243,10.8580585636,0.6,5,0.2,1
B,6,243,12.5942797292,1.0,3,0.0,1
E,7,243,8.54411630173,1.0,3,0.0,1
F,8,243,10.6065557761,1.0,3,0.0,1
G,9,243,10.3300653646,0.545454545455,11,0.0909090909091,1
H,10,243,8.69629880294,0.625,8,0.0,1
I,11,243,14.4598667393,1.0,3,0.0,1
D,12,243,20.4744294942,0.428571428571,7,0.142857142857,1
H,13,243,7.9310256484,0.7,10,0.0,1
J,14,243,8.62962468499,0.75,4,0.0,1
A,15,243,6.58768923859,1.0,3,0.0,1
C,16,243,7.01624087719,1.0,3,0.0,1
J,17,243,10.7629708078,0.666666666667,9,0.0,1
A,1,244,6.82210327594,0.454545454545,11,0.0,1
B,2,244,11.2029905421,0.6,5,0.2,1
C,3,244,10.1825987469,0.388888888889,18,0.0,1
D,4,244,10.3296133834,0.423076923077,26,0.0769230769231,1
A,5,244,6.64613616667,0.363636363636,11,0.181818181818,1
B,6,244,5.46154600195,0.6,15,0.133333333333,1
D,7,244,6.48205085299,1.0,3,0.0,1
E,8,244,9.47230781454,0.5,10,0.3,1
F,9,244,9.9865692753,0.38,50,0.02,0
G,10,244,9.73544355396,0.6,5,0.2,1
H,11,244,7.54692641815,0.666666666667,6,0.0,1
I,12,244,9.58605776799,0.611111111111,18,0.0,1
D,13,244,10.5777392321,0.625,16,0.0,1
F,14,244,9.85190881927,0.8,5,0.0,1
G,15,244,10.2591914919,0.357142857143,14,0.0714285714286,1
J,16,244,10.7736552357,0.75,4,0.25,1
A,17,244,10.5284617393,0.416666666667,12,0.0833333333333,1
D,18,244,4.80609733054,0.666666666667,6,0.0,1
F,19,244,12.4195939521,0.380952380952,21,0.0952380952381,1
G,20,244,8.4908338321,0.5,8,0.125,1
H,21,244,6.99701729335,0.375,8,0.125,1
I,22,244,11.7419911132,0.6,5,0.0,1
A,1,245,9.34210609313,0.5625,16,0.0,1
B,2,245,10.1614587626,1.0,3,0.0,1
C,3,245,14.6041354957,0.533333333333,15,0.0666666666667,1
D,4,245,10.6466553057,1.0,3,0.0,1
B,5,245,9.5165560284,0.583333333333,24,0.0,1
C,6,245,18.6836121127,0.666666666667,6,0.166666666667,1
D,7,245,9.28744416452,0.4375,16,0.0,1
E,8,245,10.8719238854,1.0,3,0.0,1
F,9,245,12.073074849,0.352941176471,17,0.0,1
G,10,245,11.9899514675,0.5,8,0.0,1
H,11,245,12.6906148937,0.75,4,0.25,1
I,12,245,9.43046897717,0.444444444444,9,0.0,1
F,13,245,13.6441719425,0.470588235294,17,0.0,1
G,14,245,11.1749467235,0.521739130435,23,0.130434782609,1
I,15,245,10.9632902344,0.4,35,0.0,1
J,16,245,8.60850581576,0.75,4,0.0,1
A,17,245,13.0457571626,0.571428571429,14,0.0714285714286,1
C,18,245,12.5970773813,0.6,10,0.0,1
F,19,245,15.199134082,0.368421052632,19,0.0526315789474,1
I,20,245,12.4273316249,0.6,10,0.0,1
J,21,245,16.5844990055,0.625,8,0.125,1
A,1,246,14.757228958,0.333333333333,9,0.0,1
B,2,246,6.58520057428,1.0,3,0.0,1
C,3,246,16.4653646504,0.642857142857,14,0.142857142857,1
D,4,246,10.9951285353,0.368421052632,19,0.105263157895,1
A,5,246,11.313424001,0.444444444444,9,0.0,1
B,6,246,4.34029499156,0.6,5,0.0,1
D,7,246,11.8686644938,0.571428571429,7,0.142857142857,1
E,8,246,8.23986656854,0.8,5,0.0,1
F,9,246,11.905808785,0.375,8,0.0,1
G,10,246,11.3977997536,0.34,50,0.1,0
H,11,246,8.44411885302,0.615384615385,13,0.0769230769231,1
I,12,246,13.2607324179,0.666666666667,9,0.0,1
D,13,246,10.7127324326,0.666666666667,6,0.166666666667,1
F,14,246,11.9646122775,0.538461538462,13,0.153846153846,1
G,15,246,6.59168502335,0.625,8,0.0,1
